name,id,episodes,status,aired,studio,source,rating,score,finished airing,year,season
Love Hina,189,24,Finished Airing,"Apr 19, 2000",Xebec,Manga,PG-13 - Teens 13 or older,7.15,"Sep 27, 2000",2000,Spring
Love Hina Again,190,3,Finished Airing,"Jan 26, 2002",Xebec,Manga,PG-13 - Teens 13 or older,7.25,"Mar 27, 2002",2002,Winter
Love Hina Christmas Special: Silent Eve (Love Hina Christmas Movie),191,1,Finished Airing,"Dec 25, 2000",Xebec,Manga,PG-13 - Teens 13 or older,7.35,,2000,Fall
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,192,1,Finished Airing,"Apr 2, 2001",Xebec,Unknown,PG-13 - Teens 13 or older,7.22,,2001,Spring
Maburaho,193,24,Finished Airing,"Oct 14, 2003",J.C.Staff,Light novel,R+ - Mild Nudity,6.82,"Apr 6, 2004",2003,Fall
Macross Zero,194,5,Finished Airing,"Dec 21, 2002",Satelight,Original,R+ - Mild Nudity,7.56,"Oct 20, 2004",2002,Fall
Onegai☆Teacher (Please Teacher!),195,12,Finished Airing,"Jan 10, 2002",Daume,Original,PG-13 - Teens 13 or older,7.19,"Mar 28, 2002",2002,Winter
Onegai☆Twins (Please Twins),196,12,Finished Airing,"Jul 15, 2003",Daume,Original,PG-13 - Teens 13 or older,6.9,"Oct 14, 2003",2003,Summer
Rizelmine,197,24,Finished Airing,"Apr 3, 2002",Imagin,Manga,R+ - Mild Nudity,6.56,"Dec 22, 2002",2002,Spring
Speed Grapher,198,24,Finished Airing,"Apr 8, 2005",Gonzo,Original,R+ - Mild Nudity,7.36,"Sep 30, 2005",2005,Spring
Sen to Chihiro no Kamikakushi (Spirited Away),199,1,Finished Airing,"Jul 20, 2001",Studio Ghibli,Original,PG - Children,8.84,,2001,Summer
Tenshi na Konamaiki (Cheeky Angel),200,50,Finished Airing,"Apr 6, 2002",TMS Entertainment,Manga,PG-13 - Teens 13 or older,7.49,"Mar 29, 2003",2002,Spring
Video Girl Ai,201,6,Finished Airing,"Mar 27, 1992",Production I.G,Manga,R+ - Mild Nudity,7.21,"Aug 28, 1992",1992,Winter
Wolf's Rain,202,26,Finished Airing,"Jan 7, 2003",Bones,Original,PG-13 - Teens 13 or older,7.83,"Jul 29, 2003",2003,Winter
Words Worth,203,5,Finished Airing,"Aug 25, 1999",Arms,Visual novel,Rx - Hentai,6.76,"Nov 25, 2000",1999,Summer
Yumeria,204,12,Finished Airing,"Jan 9, 2004",Studio Deen,Visual novel,PG-13 - Teens 13 or older,6.12,"Mar 26, 2004",2004,Winter
Samurai Champloo,205,26,Finished Airing,"May 20, 2004",Manglobe,Original,R - 17+ (violence & profanity),8.5,"Mar 19, 2005",2004,Spring
Lodoss-tou Senki: Eiyuu Kishi Den,206,27,Finished Airing,"Apr 1, 1998",AIC,Novel,PG-13 - Teens 13 or older,7.16,"Sep 30, 1998",1998,Spring
Lodoss-tou Senki (Record of Lodoss War),207,13,Finished Airing,"Jun 30, 1990",Madhouse,Novel,R - 17+ (violence & profanity),7.41,"Nov 23, 1991",1990,Spring
R.O.D: Read or Die (R.O.D - Read or Die),208,3,Finished Airing,"May 23, 2001",Studio Deen,Light novel,PG-13 - Teens 13 or older,7.67,"Feb 6, 2002",2001,Spring
R.O.D: The TV (R.O.D -The TV-),209,26,Finished Airing,"Sep 1, 2003",J.C.Staff,Light novel,PG-13 - Teens 13 or older,7.56,"Mar 16, 2004",2003,Summer
Ranma ½,210,161,Finished Airing,"Apr 15, 1989",Studio Deen,Manga,R+ - Mild Nudity,7.77,"Sep 25, 1992",1989,Spring
Pure Mail,211,2,Finished Airing,"Sep 25, 2001",,Visual novel,Rx - Hentai,6.28,"Dec 21, 2001",2001,Summer
Project A-Ko,212,1,Finished Airing,"Jun 21, 1986",APPP,Original,PG-13 - Teens 13 or older,6.87,,1986,Spring
Pia Carrot e Youkoso!! (Welcome to Pia Carrot),213,3,Finished Airing,"Oct 24, 1997",,Unknown,Rx - Hentai,6.05,"Apr 24, 1998",1997,Fall
Pia Carrot e Youkoso!! 2 (Welcome To Pia Carrot 2),214,3,Finished Airing,"Oct 23, 1998",,Unknown,Rx - Hentai,6.19,"Apr 23, 1999",1998,Fall
Pia Carrot e Youkoso!! 2 DX,215,6,Finished Airing,"Dec 18, 1999",,Visual novel,PG-13 - Teens 13 or older,6.33,"Oct 25, 2000",1999,Fall
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,216,1,Finished Airing,"Oct 19, 2002",Bones,Visual novel,PG-13 - Teens 13 or older,5.95,,2002,Fall
Shin Angel (New Angel),217,5,Finished Airing,"Oct 21, 1994",,Unknown,Rx - Hentai,6.3,"Nov 22, 1995",1994,Fall
Kidou Senkan Nadesico (Martian Successor Nadesico),218,26,Finished Airing,"Oct 1, 1996",Xebec,Original,PG-13 - Teens 13 or older,7.53,"Mar 25, 1997",1996,Fall
Kidou Senkan Nadesico: The Prince of Darkness,219,1,Finished Airing,"Aug 1, 1998",Xebec,Original,R - 17+ (violence & profanity),6.78,,1998,Summer
Kuro no Danshou (Mystery of the Necronomicon),220,4,Finished Airing,"Oct 29, 1999",,Unknown,Rx - Hentai,5.82,"Sep 25, 2000",1999,Fall
Mezzo Forte,221,2,Finished Airing,"May 25, 2000",Arms,Original,Rx - Hentai,6.65,"Jun 25, 2001",2000,Spring
Mezzo DSA,222,13,Finished Airing,"Jan 4, 2004",Arms,Original,R+ - Mild Nudity,6.69,"Mar 28, 2004",2004,Winter
Dragon Ball,223,153,Finished Airing,"Feb 26, 1986",Toei Animation,Manga,PG-13 - Teens 13 or older,8.02,"Apr 12, 1989",1986,Winter
Dragon Ball GT,225,64,Finished Airing,"Feb 7, 1996",Toei Animation,Manga,PG-13 - Teens 13 or older,6.5,"Nov 19, 1997",1996,Winter
Elfen Lied,226,13,Finished Airing,"Jul 25, 2004",Arms,Manga,R+ - Mild Nudity,7.58,"Oct 17, 2004",2004,Summer
FLCL,227,6,Finished Airing,"Apr 26, 2000",Production I.G,Original,PG-13 - Teens 13 or older,8.03,"Mar 16, 2001",2000,Spring
Jigoku Shoujo (Hell Girl),228,26,Finished Airing,"Oct 5, 2005",Studio Deen,Original,R - 17+ (violence & profanity),7.65,"Apr 5, 2006",2005,Fall
Ninin ga Shinobuden (Ninja Nonsense),229,12,Finished Airing,"Jul 10, 2004",ufotable,Manga,R - 17+ (violence & profanity),6.93,"Sep 25, 2004",2004,Summer
Air Master,230,27,Finished Airing,"Apr 2, 2003",Toei Animation,Manga,R - 17+ (violence & profanity),7.03,"Oct 1, 2003",2003,Spring
Asagiri no Miko (Shrine of the Morning Mist),231,26,Finished Airing,"Jul 4, 2002",GANSIS,Manga,PG - Children,6.18,"Dec 26, 2002",2002,Summer
Cardcaptor Sakura,232,70,Finished Airing,"Apr 7, 1998",Madhouse,Manga,PG - Children,8.16,"Mar 21, 2000",1998,Spring
Daa! Daa! Daa!,233,78,Finished Airing,"Mar 28, 2000",J.C.Staff,Manga,G - All Ages,7.67,"Feb 26, 2002",2000,Winter
Dan Doh!!,234,26,Finished Airing,"Apr 3, 2004",Tokyo Kids,Manga,G - All Ages,6.69,"Sep 25, 2004",2004,Spring
Detective Conan (Case Closed),235,,Currently Airing,"Jan 8, 1996",TMS Entertainment,Manga,PG-13 - Teens 13 or older,8.17,"1996 to, ?",1996,Winter
E's Otherwise,236,26,Finished Airing,"Apr 1, 2003",Studio Pierrot,Manga,PG-13 - Teens 13 or older,6.65,"Sep 23, 2003",2003,Spring
Koukyoushihen Eureka Seven (Eureka Seven),237,50,Finished Airing,"Apr 17, 2005",Bones,Original,PG-13 - Teens 13 or older,8.1,"Apr 2, 2006",2005,Spring
Rekka no Honoo (Flame of Recca),238,42,Finished Airing,"Jul 19, 1997",Studio Pierrot,Manga,PG-13 - Teens 13 or older,7.37,"Jul 10, 1998",1997,Summer
Gankutsuou (Gankutsuou: The Count of Monte Cristo),239,24,Finished Airing,"Oct 6, 2004",Gonzo,Novel,R - 17+ (violence & profanity),8.17,"Mar 30, 2005",2004,Fall
Genshiken,240,12,Finished Airing,"Oct 10, 2004",Palm Studio,Manga,PG-13 - Teens 13 or older,7.67,"Dec 26, 2004",2004,Fall
Girls Bravo: First Season (Girls Bravo),241,11,Finished Airing,"Jul 5, 2004",AIC Spirits,Manga,R+ - Mild Nudity,6.47,"Sep 27, 2004",2004,Summer
Gokusen (The Gokusen),242,13,Finished Airing,"Jan 6, 2004",Madhouse,Manga,R - 17+ (violence & profanity),7.42,"Mar 30, 2004",2004,Winter
Gravitation,243,13,Finished Airing,"Oct 4, 2000",Studio Deen,Manga,PG-13 - Teens 13 or older,7.03,"Jan 10, 2001",2000,Fall
Agatha Christie no Meitantei Poirot to Marple,244,39,Finished Airing,"Jul 4, 2004",OLM,Novel,G - All Ages,6.88,"May 15, 2005",2004,Summer
Great Teacher Onizuka,245,43,Finished Airing,"Jun 30, 1999",Studio Pierrot,Manga,R - 17+ (violence & profanity),8.7,"Sep 17, 2000",1999,Spring
Groove Adventure Rave (Rave Master),246,51,Finished Airing,"Oct 13, 2001",Studio Deen,Manga,PG-13 - Teens 13 or older,7.28,"Sep 28, 2002",2001,Fall
Harukanaru Toki no Naka de: Hachiyou Shou,247,26,Finished Airing,"Oct 6, 2004",,Visual novel,PG-13 - Teens 13 or older,7.07,"Mar 30, 2005",2004,Fall
Ichigo 100% (Strawberry 100%),248,12,Finished Airing,"Apr 6, 2005",Madhouse,Manga,PG-13 - Teens 13 or older,6.69,"Jun 22, 2005",2005,Spring
InuYasha,249,167,Finished Airing,"Oct 16, 2000",Sunrise,Manga,PG-13 - Teens 13 or older,7.85,"Sep 13, 2004",2000,Fall
Konjiki no Gash Bell!! (Zatch Bell!),250,150,Finished Airing,"Apr 6, 2003",Toei Animation,Manga,PG-13 - Teens 13 or older,7.55,"Mar 26, 2006",2003,Spring
Kyou kara Maou! (King From Now On!),251,78,Finished Airing,"Apr 3, 2004",Studio Deen,Light novel,PG-13 - Teens 13 or older,7.72,"Feb 25, 2006",2004,Spring
Madlax,252,26,Finished Airing,"Apr 6, 2004",Bee Train,Original,PG-13 - Teens 13 or older,7.08,"Sep 28, 2004",2004,Spring
Jungle wa Itsumo Hare nochi Guu (Haré+Guu),253,26,Finished Airing,"Apr 3, 2001",Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,7.85,"Sep 25, 2001",2001,Spring
Jungle wa Itsumo Hare nochi Guu Deluxe (Haré+Guu Deluxe),254,6,Finished Airing,"Aug 25, 2002",Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,7.84,"Jan 25, 2003",2002,Summer
Jungle wa Itsumo Hare nochi Guu Final,255,7,Finished Airing,"Dec 21, 2003",Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,7.66,"Jun 25, 2004",2003,Fall
Hoshi no Koe (Voices of a Distant Star),256,1,Finished Airing,"Feb 2, 2002",CoMix Wave Films,Original,PG-13 - Teens 13 or older,7.24,,2002,Winter
Ikkitousen (Ikki Tousen),257,13,Finished Airing,"Jul 30, 2003",J.C.Staff,Manga,R+ - Mild Nudity,6.46,"Oct 22, 2003",2003,Summer
Hitsuji no Uta,258,4,Finished Airing,"May 25, 2003",Madhouse,Manga,R - 17+ (violence & profanity),6.25,"Feb 25, 2004",2003,Spring
Happy☆Lesson,259,5,Finished Airing,"Jul 19, 2001",Studio Hibari,Unknown,PG-13 - Teens 13 or older,6.66,"May 23, 2003",2001,Summer
Happy☆Lesson (TV),260,13,Finished Airing,"Apr 1, 2002",Studio Hibari,Manga,PG-13 - Teens 13 or older,6.69,"Jun 30, 2002",2002,Spring
Happy☆Lesson: Advance,261,13,Finished Airing,"Jul 3, 2003",Studio Hibari,Manga,PG-13 - Teens 13 or older,6.87,"Sep 28, 2003",2003,Summer
Happy☆Lesson: The Final,262,3,Finished Airing,"May 25, 2004",Studio Hibari,Manga,PG-13 - Teens 13 or older,6.87,"Oct 22, 2004",2004,Spring
Hajime no Ippo (Fighting Spirit),263,75,Finished Airing,"Oct 4, 2000",Madhouse,Manga,PG-13 - Teens 13 or older,8.76,"Mar 27, 2002",2000,Fall
Hajime no Ippo: Champion Road (Fighting Spirit: Champion Road),264,1,Finished Airing,"Apr 18, 2003",Madhouse,Manga,PG-13 - Teens 13 or older,8.3,,2003,Spring
Hajime no Ippo: Mashiba vs. Kimura,265,1,Finished Airing,"Sep 5, 2003",Madhouse,Manga,PG-13 - Teens 13 or older,8.23,,2003,Summer
Gunparade March: Arata Naru Kougunka,266,12,Finished Airing,"Feb 6, 2003",J.C.Staff,Game,PG-13 - Teens 13 or older,6.81,"Apr 24, 2003",2003,Winter
Gungrave,267,26,Finished Airing,"Oct 7, 2003",Madhouse,Game,R - 17+ (violence & profanity),7.87,"Mar 30, 2004",2003,Fall
Golden Boy,268,6,Finished Airing,"Oct 27, 1995",APPP,Manga,R+ - Mild Nudity,8.02,"Jun 28, 1996",1995,Fall
Bleach,269,366,Finished Airing,"Oct 5, 2004",Studio Pierrot,Manga,PG-13 - Teens 13 or older,7.8,"Mar 27, 2012",2004,Fall
Hellsing,270,13,Finished Airing,"Oct 11, 2001",Gonzo,Manga,R - 17+ (violence & profanity),7.51,"Jan 17, 2002",2001,Fall
Gad Guard,271,26,Finished Airing,"Apr 16, 2003",Gonzo,Original,PG-13 - Teens 13 or older,6.71,"Sep 25, 2003",2003,Spring
Noir,272,26,Finished Airing,"Apr 6, 2001",Bee Train,Original,PG-13 - Teens 13 or older,7.31,"Sep 28, 2001",2001,Spring
Mahoutsukai ni Taisetsu na Koto (Someday's Dreamers),273,12,Finished Airing,"Jan 10, 2003",J.C.Staff,Manga,PG-13 - Teens 13 or older,6.76,"Mar 28, 2003",2003,Winter
Kiddy Grade,274,24,Finished Airing,"Oct 9, 2002",Gonzo,Original,R+ - Mild Nudity,7.23,"Mar 19, 2003",2002,Fall
Love♥Love?,275,9,Finished Airing,"May 4, 2004",Studio Live,Original,R+ - Mild Nudity,5.92,"Jun 29, 2004",2004,Spring
Mahoromatic: Automatic Maiden,276,12,Finished Airing,"Oct 5, 2001",Shaft,Manga,R+ - Mild Nudity,7.19,"Dec 28, 2001",2001,Fall
Mahoromatic: Motto Utsukushii Mono,277,14,Finished Airing,"Sep 26, 2002",Shaft,Manga,R+ - Mild Nudity,7.18,"Jan 16, 2003",2002,Summer
Viewtiful Joe,278,51,Finished Airing,"Oct 2, 2004",Group TAC,Game,PG-13 - Teens 13 or older,6.76,"Sep 24, 2005",2004,Fall
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,279,13,Finished Airing,"Oct 4, 2003",TMS Entertainment,Novel,R - 17+ (violence & profanity),7.16,"Dec 27, 2003",2003,Fall
Animal Yokochou (Animal Lane),280,51,Finished Airing,"Oct 4, 2005",Gallop,Manga,G - All Ages,6.84,"Sep 26, 2006",2005,Fall
Akane Maniax,281,3,Finished Airing,"Nov 25, 2004",Silver,Visual novel,PG-13 - Teens 13 or older,5.75,"Aug 26, 2005",2004,Fall
Angel Heart,282,50,Finished Airing,"Oct 4, 2005",TMS Entertainment,Manga,PG-13 - Teens 13 or older,7.3,"Sep 26, 2006",2005,Fall
Akage no Anne (Anne of Green Gables),283,50,Finished Airing,"Jan 7, 1979",Nippon Animation,Novel,G - All Ages,7.7,"Dec 30, 1979",1979,Winter
Area 88 (TV),284,12,Finished Airing,"Jan 9, 2004",Group TAC,Manga,PG-13 - Teens 13 or older,7.04,"Mar 26, 2004",2004,Winter
Argento Soma,285,25,Finished Airing,"Oct 6, 2000",Sunrise,Original,PG-13 - Teens 13 or older,6.8,"Mar 22, 2001",2000,Fall
B'T X,286,25,Finished Airing,"Apr 6, 1996",TMS Entertainment,Manga,PG-13 - Teens 13 or older,7.06,"Sep 21, 1996",1996,Spring
Grappler Baki (TV),287,24,Finished Airing,"Jan 9, 2001",Group TAC,Manga,PG-13 - Teens 13 or older,7.45,"Jun 26, 2001",2001,Winter
Bakuten Shoot Beyblade (Beyblade),288,51,Finished Airing,"Jan 8, 2001",Madhouse,Manga,PG - Children,6.73,"Dec 24, 2001",2001,Winter
Comic Party,289,13,Finished Airing,"Apr 2, 2001",OLM,Visual novel,PG-13 - Teens 13 or older,6.6,"Jun 25, 2001",2001,Spring
Seikai no Monshou (Crest of the Stars),290,13,Finished Airing,"Jan 3, 1999",Sunrise,Light novel,PG-13 - Teens 13 or older,7.7,"Mar 28, 1999",1999,Winter
D.C.S.S: Da Capo Second Season (D.C.S.S. ~Da Capo Second Season~),291,26,Finished Airing,"Jul 2, 2005",feel.,Visual novel,PG-13 - Teens 13 or older,7.02,"Dec 24, 2005",2005,Summer
Dear Boys (Hoop Days),292,26,Finished Airing,"Apr 7, 2003",A.C.G.T.,Manga,PG-13 - Teens 13 or older,6.86,"Sep 29, 2003",2003,Spring
Di Gi Charat,293,16,Finished Airing,"Nov 30, 1999",Madhouse,Original,G - All Ages,6.74,"Dec 24, 1999",1999,Fall
Divergence Eve,294,13,Finished Airing,"Jul 2, 2003",Radix,Original,R+ - Mild Nudity,5.94,"Sep 24, 2003",2003,Summer
Divergence Eve 2: Misaki Chronicles,295,13,Finished Airing,"Jan 3, 2004",Radix,Original,PG-13 - Teens 13 or older,6.3,"Mar 27, 2004",2004,Winter
Dragon Drive,296,38,Finished Airing,"Jul 4, 2002",Madhouse,Manga,PG - Children,6.74,"Mar 27, 2003",2002,Summer
Grenadier: Hohoemi no Senshi (Grenadier: The Beautiful Warrior),297,12,Finished Airing,"Oct 14, 2004",Group TAC,Manga,PG-13 - Teens 13 or older,6.73,"Jan 13, 2005",2004,Fall
.hack//Tasogare no Udewa Densetsu (.hack//Legend Of The Twilight),298,12,Finished Airing,"Jan 9, 2003",Bee Train,Manga,PG-13 - Teens 13 or older,6.6,"Mar 27, 2003",2003,Winter
.hack//Liminality,299,4,Finished Airing,"Jun 20, 2002",Bee Train,Original,PG-13 - Teens 13 or older,6.62,"Apr 10, 2003",2002,Spring
3x3 Eyes,300,4,Finished Airing,"Jul 25, 1991",Toei Animation,Manga,R - 17+ (violence & profanity),6.78,"Mar 19, 1992",1991,Summer
Cinderella Boy,301,13,Finished Airing,"Jun 24, 2003",Magic Bus,Manga,PG-13 - Teens 13 or older,6.32,"Sep 16, 2003",2003,Spring
Mirai Shounen Conan (Future Boy Conan),302,26,Finished Airing,"Apr 4, 1978",Nippon Animation,Novel,PG-13 - Teens 13 or older,8.09,"Oct 31, 1978",1978,Spring
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,303,48,Finished Airing,"Apr 6, 1998",OLM,4-koma manga,G - All Ages,6.92,"Mar 29, 1999",1998,Spring
Aa! Megami-sama! Movie (Ah! My Goddess: The Movie),304,1,Finished Airing,"Oct 21, 2000",AIC,Original,PG-13 - Teens 13 or older,7.57,,2000,Fall
Abashiri Ikka,305,4,Finished Airing,"May 21, 1991",Studio Pierrot,Manga,R+ - Mild Nudity,5.39,"Nov 21, 1991",1991,Spring
Abenobashi Mahou☆Shoutengai (Magical☆Shopping Arcade Abenobashi),306,13,Finished Airing,"Apr 4, 2002",Madhouse,Original,R+ - Mild Nudity,7.26,"Jun 27, 2002",2002,Spring
Kerokko Demetan (Adventures On Rainbow Pond),307,39,Finished Airing,"Jan 2, 1973",Tatsunoko Production,Unknown,PG - Children,6.04,"Sep 25, 1973",1973,Winter
Zettai Shounen,308,26,Finished Airing,"May 21, 2005",Ajia-Do,Original,PG-13 - Teens 13 or older,6.94,"Nov 19, 2005",2005,Spring
Akahori Gedou Hour Rabuge (Akahori's Heretical Hour Love Game),309,13,Finished Airing,"Jul 5, 2005",Radix,Original,PG-13 - Teens 13 or older,6.19,"Sep 27, 2005",2005,Summer
"Chiisana Obake: Acchi, Kocchi, Socchi (Three Little Ghosts)",310,50,Finished Airing,"Apr 9, 1991",Studio Pierrot,Picture book,G - All Ages,6.0,"Apr 7, 1992",1991,Spring
Ace wo Nerae!,311,26,Finished Airing,"Oct 5, 1973",Madhouse,Manga,PG-13 - Teens 13 or older,7.0,"Mar 29, 1974",1973,Fall
Ace wo Nerae!: Final Stage,312,12,Finished Airing,"Oct 25, 1989",,Unknown,PG-13 - Teens 13 or older,6.45,"Apr 25, 1990",1989,Fall
Ace wo Nerae! (1979) (Aim for the Ace! (1979)),313,1,Finished Airing,"Sep 8, 1979",Madhouse,Unknown,PG-13 - Teens 13 or older,6.82,,1979,Summer
Ace wo Nerae! 2,314,13,Finished Airing,"Jul 25, 1988",Annapuru,Manga,PG-13 - Teens 13 or older,6.84,"Oct 25, 1988",1988,Summer
Xiao Qian (A Chinese Ghost Story),315,1,Finished Airing,"Jul 31, 1997",Triangle Staff,Unknown,PG - Children,6.5,,1997,Summer
"Nageki no Kenkou Yuuryouji (F3: Frantic, Frustrated & Female)",316,3,Finished Airing,"Aug 5, 1994",AIC,Unknown,Rx - Hentai,6.22,"Oct 13, 1995",1994,Summer
Final Fantasy VII: Advent Children,317,1,Finished Airing,"Sep 14, 2005",Square Enix,Game,PG-13 - Teens 13 or older,7.77,,2005,Summer
Hand Maid May,318,10,Finished Airing,"Jul 26, 2000",Production Reed,Original,PG-13 - Teens 13 or older,6.75,"Sep 27, 2000",2000,Summer
Happy World!,319,3,Finished Airing,"Dec 13, 2002",Zexcs,Manga,R+ - Mild Nudity,6.03,"Jun 27, 2003",2002,Fall
A Kite (Kite),320,2,Finished Airing,"Feb 25, 1998",Arms,Original,Rx - Hentai,6.57,"Oct 25, 1998",1998,Winter
Najica Dengeki Sakusen (Najica Blitz Tactics),321,12,Finished Airing,"Oct 5, 2001",Amber Film Works,Original,R+ - Mild Nudity,6.01,"Dec 27, 2001",2001,Fall
Paradise Kiss,322,12,Finished Airing,"Oct 14, 2005",Madhouse,Manga,R - 17+ (violence & profanity),7.83,"Dec 30, 2005",2005,Fall
Mousou Dairinin (Paranoia Agent),323,13,Finished Airing,"Feb 3, 2004",Madhouse,Original,R+ - Mild Nudity,7.69,"May 18, 2004",2004,Winter
Kidou Keisatsu Patlabor: On Television,324,47,Finished Airing,"Oct 11, 1989",Sunrise,Original,PG-13 - Teens 13 or older,7.68,"Sep 26, 1990",1989,Fall
Peach Girl (Peach Girl: Super Pop Love Hurricane),325,25,Finished Airing,"Jan 8, 2005",Studio Comet,Manga,PG-13 - Teens 13 or older,7.01,"Jun 25, 2005",2005,Winter
Petshop of Horrors (Pet Shop of Horrors),326,4,Finished Airing,"Mar 2, 1999",Madhouse,Manga,R - 17+ (violence & profanity),7.27,"Mar 23, 1999",1999,Winter
Puchi Pri*Yucie (Petite Princess Yucie),327,26,Finished Airing,"Sep 30, 2002",Gainax,Original,G - All Ages,7.43,"Mar 24, 2003",2002,Summer
Piano (TV) (Piano: The Melody of a Young Girl's Heart),328,10,Finished Airing,"Nov 11, 2002",OLM,Original,G - All Ages,6.02,"Jan 13, 2003",2002,Fall
Planetes,329,26,Finished Airing,"Oct 4, 2003",Sunrise,Manga,PG-13 - Teens 13 or older,8.31,"Apr 17, 2004",2003,Fall
Midori no Hibi (Midori Days),330,13,Finished Airing,"Apr 4, 2004",Studio Pierrot,Manga,R+ - Mild Nudity,7.3,"Jun 27, 2004",2004,Spring
Mahoujin Guruguru (Magical Circle Guru Guru),331,45,Finished Airing,"Oct 13, 1994",Nippon Animation,Manga,G - All Ages,7.63,"Sep 14, 1995",1994,Fall
Dokidoki♡Densetsu: Mahoujin Guruguru (Magical Circle Guru Guru 2),332,38,Finished Airing,"Apr 4, 2000",Nippon Animation,Manga,G - All Ages,7.2,"Dec 26, 2000",2000,Spring
Mama wa Shougaku 4 Nensei (Mama is Just a Fourth Grade Pupil),333,51,Finished Airing,"Jan 10, 1992",Sunrise,Original,PG - Children,7.21,"Dec 25, 1992",1992,Winter
Marmalade Boy,334,76,Finished Airing,"Mar 13, 1994",Toei Animation,Manga,PG-13 - Teens 13 or older,7.5,"Sep 3, 1995",1994,Winter
Matantei Loki Ragnarok (Mythical Detective Loki Ragnarok),335,26,Finished Airing,"Apr 5, 2003",Studio Deen,Manga,PG-13 - Teens 13 or older,7.29,"Sep 27, 2003",2003,Spring
Ginyuu Mokushiroku Meine Liebe,336,13,Finished Airing,"Nov 4, 2004",Bee Train,Visual novel,PG-13 - Teens 13 or older,6.46,"Feb 3, 2005",2004,Fall
Psychic Academy,337,24,Finished Airing,"Mar 29, 2002",E&G Films,Manga,PG-13 - Teens 13 or older,6.25,"Sep 13, 2002",2002,Winter
Versailles no Bara (The Rose of Versailles),338,40,Finished Airing,"Oct 10, 1979",Tokyo Movie Shinsha,Manga,PG-13 - Teens 13 or older,8.33,"Sep 3, 1980",1979,Fall
Serial Experiments Lain,339,13,Finished Airing,"Jul 6, 1998",Triangle Staff,Original,R - 17+ (violence & profanity),8.02,"Sep 28, 1998",1998,Summer
Mutsu Enmei Ryuu Gaiden: Shura no Toki (Time of Shura),340,26,Finished Airing,"Apr 6, 2004",Studio Comet,Manga,PG-13 - Teens 13 or older,7.59,"Sep 28, 2004",2004,Spring
Spiral: Suiri no Kizuna (Spiral: Bond of Reasoning),341,25,Finished Airing,"Oct 1, 2002",J.C.Staff,Manga,PG-13 - Teens 13 or older,7.27,"Mar 25, 2003",2002,Fall
Starship Operators,342,13,Finished Airing,"Jan 5, 2005",J.C.Staff,Light novel,PG-13 - Teens 13 or older,7.01,"Mar 30, 2005",2005,Winter
Tsukuyomi: Moon Phase,343,25,Finished Airing,"Oct 5, 2004",Shaft,Manga,PG-13 - Teens 13 or older,7.01,"Mar 29, 2005",2004,Fall
Futatsu no Spica (Twin Spica),344,20,Finished Airing,"Nov 1, 2003",Group TAC,Manga,PG-13 - Teens 13 or older,7.36,"Mar 27, 2004",2003,Fall
Eikoku Koi Monogatari Emma (Emma: A Victorian Romance),345,12,Finished Airing,"Apr 3, 2005",Studio Pierrot,Manga,G - All Ages,7.68,"Jun 19, 2005",2005,Spring
W: Wish (Double Wish),346,13,Finished Airing,"Oct 3, 2004",Picture Magic,Visual novel,PG-13 - Teens 13 or older,6.21,"Dec 26, 2004",2004,Fall
